seed,sample_id,metric,delta,improved
20260621,vp2_vor_bg_49f_REAL_ENV193_00001_002_02,whole_video_lpips,-0.13232816087353666,True
20260621,vp2_vor_bg_49f_REAL_ENV205_00001_002_05,whole_video_lpips,-0.03340810803153242,True
20260621,vp2_vor_bg_49f_REAL_ENV222_00101_004_03,whole_video_lpips,0.001299609042083226,False
20260621,vp2_vor_bg_49f_BLENDER_BEACH001_00305,ewarp_mask_region,-4.150635543408769,True
20260621,vp2_vor_bg_49f_BLENDER_BEACH024_00003,ewarp_mask_region,-3.3997459696423746,True
20260621,vp2_vor_bg_49f_BLENDER_FOREST015_00002,ewarp_mask_region,-32.535007790934195,True
20260621,vp2_vor_bg_49f_BLENDER_FOREST034_00543,ewarp_mask_region,-10.144421871023331,True
20260621,vp2_vor_bg_49f_BLENDER_RIVER016_00009,ewarp_mask_region,-4.3320928464883295,True
20260621,vp2_vor_bg_49f_REAL_ENV109_00002_005_02,ewarp_mask_region,-7.842291449920362,True
20260621,vp2_vor_bg_49f_REAL_ENV135_00001_006_02,ewarp_mask_region,-7.685490648617951,True
20260621,vp2_vor_bg_49f_REAL_ENV153_00012_003_04,ewarp_mask_region,-2.931589478047248,True
20260621,vp2_vor_bg_49f_REAL_ENV163_00012_003_02,ewarp_mask_region,-47.12630830072931,True
20260621,vp2_vor_bg_49f_REAL_ENV171_00001_001_01,ewarp_mask_region,-8.425208405087494,True
20260621,vp2_vor_bg_49f_REAL_ENV179_00002_003_04,ewarp_mask_region,-10.130150765031972,True
20260621,vp2_vor_bg_49f_REAL_ENV187_00002_001_05,ewarp_mask_region,-0.8797208664621761,True
20260621,vp2_vor_bg_49f_REAL_ENV191_00012_006_04,ewarp_mask_region,-0.3654515170095922,True
20260621,vp2_vor_bg_49f_REAL_ENV193_00001_002_02,ewarp_mask_region,-8.79838756465804,True
20260621,vp2_vor_bg_49f_REAL_ENV205_00001_002_05,ewarp_mask_region,-2.7045439123770496,True
20260621,vp2_vor_bg_49f_REAL_ENV222_00101_004_03,ewarp_mask_region,1.0207472691074648,False
